step,lane,answer_ce,answer_acc,tail_gate,fill_gate,target_gate,nontarget_gate,decoy_gate
1450,srd,2.09769,0.09375,0.85632,0.278964,0.617833,0.63763,0
1450,srd_f,2.04633,0.125,0.814851,0.809832,0.811266,0.806273,0
1475,exact,2.07379,0.15625,0,0,0,0,0
1475,kimi,2.07757,0.15625,0,0,0,0,0
1475,srd,2.07504,0.15625,0.855047,0.276859,0.599188,0.622388,0
1475,srd_f,1.98087,0.25,0.816159,0.811923,0.815126,0.808722,0
1500,exact,2.10707,0.03125,0,0,0,0,0
1500,kimi,2.10739,0.09375,0,0,0,0,0
1500,srd,2.10626,0.03125,0.853667,0.276986,0.583285,0.610515,0
1500,srd_f,2.02468,0.125,0.809021,0.811213,0.813831,0.815458,0
